nombre_desarrollo;desarrollador;nombre de la tipolog¡a;numero de habitaciones;Niveles_departamento;metros_cuadrados;T.C.;precio_en_pesos;precio_en_dolares;pesos_por_metro_cuadrado;numero_de_unidades;Alberca;sun_deck;asadores;suites_de_huespedes;salon_de_juegos;lounge;terraza;gimnasio;lavander¡a;elevadores_de_alta_velocidad;estacionamiento_para_visitas;bodegas;sky_deck;salon_de_usos_multiples;fogateros;caf‚_y_patio;area_de_carga_y_descarga;recepci¢n_con_front_desk;concierge;tecnolog¡a_residencial;control_de_acceso;Raquetbol;Jacuzzi;Sauna;corredor_de_lectura;zona_barr‚;studio_yoga;cancha_de_tenis;area_de_bar_con_tv_para_eventos_deportivos;Room_services_de_cocina_privada;Sistema_de_audio_bose_en_areas_comunes;area_de_juegos_para_ni¤os;guarderia;pet_yard;acondicionado_para_silla_de_ruedas;WI-FI gratis en espacios comunes;alberca_con_tobogan;salon_para_tareas;pista_de_patinaje;chapoteadero_para_bebes;Brincol¡n;Circuito_de_crossfit;terraza_para_ejercicio_al_aire_libre
Zona Victoria;;ZV 02 U;2;1;102;18,5;;;0;15;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Zona Victoria;;ZV 03;2;1;85;18,5;;;0;15;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Zona Victoria0;;ZV 04;2;1;108;18,5;;;0;15;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Torre Espacio Chapultepec;;Modelo A1;2;2;121,85;18,5;$2.812.000,00;$152.000,00;$23.077,55;;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Torre Espacio Chapultepec;;Modelo B;2;3;111,86;18,5;;;0;;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Torre Espacio Chapultepec;;Modelo B;2;2;121,85;18,5;$2.959.000,00;$159.945,95;$24.283,96;;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Torre Espacio Chapultepec;;Modelo B1;2;1;100,36;18,5;;;$0,00;;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Torre Espacio Chapultepec;;Modelo C;3;1;164,8;18,5;;;$0,00;;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Torre Espacio Chapultepec;;Modelo D;2;2;164,8;18,5;;;$0,00;;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Torre Espacio Chapultepec;;Modelo D;2;2;103,69;18,5;;;$0,00;;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Torre Espacio Chapultepec;;Modelo G;3;2;148,9;18,5;;;$0,00;;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Torre Espacio Chapultepec;;Modelo H;3;2;151,5;18,5;;;$0,00;;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Torre Espacio Chapultepec;;MODELO H2;3;2;148,9;18,5;;;$0,00;;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Torre Espacio Chapultepec;;MODELO H2 2;3;2;150,26;18,5;;;$0,00;;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
KYO HPDRM;KoiNox Developers;sue¤a. Modelo odyssea;2;1;66;18,5;$1.950.000,00;$105.405,41;$29.545,45;;0;0;1;0;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
KYO HPDRM;KoiNox Developers;vive.modelo marathon;2;1;72;18,5;;;$0,00;;0;0;1;0;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
KYO HPDRM;KoiNox Developers;sup‚rate.modelo invictus;3;1;87;18,5;;;$0,00;;0;0;1;0;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
KYO HPDRM;KoiNox Developers;inspira.modelo maximus;3;1;89;18,5;;;$0,00;;0;0;1;0;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
KYO ALTALIA;KoiNox Developers;CIELO;3;1;100;18,5;$2.124.000,00;$114.810,81;$21.240,00;;0;1;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
KYO ALTALIA;KoiNox Developers;COLUMBUS;3;1;86;18,5;;;$0,00;;0;1;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
KYO ALTALIA;KoiNox Developers;NIMBUS;2;1;84;18,5;$2.695.000,00;;$32.083,33;;0;1;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sayan Campestre;Sayan;1D;3;1;384;18,5;$21.552.500,00;$1.165.000,00;$56.126,30;34;1;1;1;0;1;1;1;1;0;1;0;1;0;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0
Sayan Campestre;Sayan;1B;3;1;224;18,5;$12.025.000,00;$650.000,00;$53.683,04;34;1;1;1;0;1;1;1;1;0;1;0;1;0;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0
Sayan Campestre;Sayan;2C;3;1;224;18,5;$11.377.500,00;$615.000,00;$50.792,41;34;1;1;1;0;1;1;1;1;0;1;0;1;0;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0
Sayan Campestre;Sayan;2B;3;1;224;18,5;$11.377.500,00;$615.000,00;$50.792,41;34;1;1;1;0;1;1;1;1;0;1;0;1;0;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0
Sayan Campestre;Sayan;3D;3;1;224;18,5;$12.487.500,00;$675.000,00;$55.747,77;34;1;1;1;0;1;1;1;1;0;1;0;1;0;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0
Sayan Campestre;Sayan;3C;3;1;382;18,5;$19.647.000,00;$1.062.000,00;$51.431,94;34;1;1;1;0;1;1;1;1;0;1;0;1;0;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0
Sayan Campestre;Sayan;5C;4;1;224;18,5;$11.886.250,00;$642.500,00;$53.063,62;34;1;1;1;0;1;1;1;1;0;1;0;1;0;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0
Sayan Campestre;Sayan;6C;3;1;224;18,5;$12.025.000,00;$650.000,00;$53.683,04;34;1;1;1;0;1;1;1;1;0;1;0;1;0;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0
Sayan Campestre;Sayan;7B;4;1;382;18,5;$20.812.500,00;$1.125.000,00;$54.482,98;34;1;1;1;0;1;1;1;1;0;1;0;1;0;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0
Sayan Campestre;Sayan;7A;3;1;224;18,5;$12.487.500,00;$675.000,00;$55.747,77;34;1;1;1;0;1;1;1;1;0;1;0;1;0;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0
Sayan Campestre;Sayan;8D;3;1;224;18,5;$12.339.500,00;$667.000,00;$55.087,05;34;1;1;1;0;1;1;1;1;0;1;0;1;0;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0
Sayan Campestre;Sayan;9D;4;1;384;18,5;$21.552.500,00;$1.165.000,00;$56.126,30;34;1;1;1;0;1;1;1;1;0;1;0;1;0;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0
Sayan Campestre;Sayan;9C;3;1;224;18,5;$12.524.500,00;$677.000,00;$55.912,95;34;1;1;1;0;1;1;1;1;0;1;0;1;0;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0
Sayan Campestre;Sayan;9B;3;1;224;18,5;$12.524.500,00;$677.000,00;$55.912,95;34;1;1;1;0;1;1;1;1;0;1;0;1;0;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0
Sayan Campestre;Sayan;9A;4;1;384;18,5;$21.737.500,00;$1.175.000,00;$56.608,07;34;1;1;1;0;1;1;1;1;0;1;0;1;0;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0
Sayan Campestre;Sayan;10C;3;1;224;18,5;$12.857.500,00;$695.000,00;$57.399,55;34;1;1;1;0;1;1;1;1;0;1;0;1;0;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0
Sayan Campestre;Sayan;10B;3;1;224;18,5;$12.857.500,00;$695.000,00;$57.399,55;34;1;1;1;0;1;1;1;1;0;1;0;1;0;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0
Sayan Campestre;Sayan;11D;3;1;224;18,5;$13.227.500,00;$715.000,00;$59.051,34;34;1;1;1;0;1;1;1;1;0;1;0;1;0;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0
Sayan Campestre;Sayan;11B;4;1;382;18,5;$20.812.500,00;$1.125.000,00;$54.482,98;34;1;1;1;0;1;1;1;1;0;1;0;1;0;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0
Sayan Campestre;Sayan;15D;3;1;182;18,5;$10.175.000,00;$550.000,00;$55.906,59;34;1;1;1;0;1;1;1;1;0;1;0;1;0;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0
Sayan Campestre;Sayan;16D;3;1;182;18,5;$10.175.000,00;$550.000,00;$55.906,59;34;1;1;1;0;1;1;1;1;0;1;0;1;0;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0
Sayan Campestre;Sayan;16C;3;1;174;18,5;$9.712.500,00;$525.000,00;$55.818,97;34;1;1;1;0;1;1;1;1;0;1;0;1;0;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0
Sayan Campestre;Sayan;16B;3;1;182;18,5;$10.175.000,00;$550.000,00;$55.906,59;34;1;1;1;0;1;1;1;1;0;1;0;1;0;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0
Sayan Campestre;Sayan;17C;3;1;174;18,5;$9.712.500,00;$525.000,00;$55.818,97;34;1;1;1;0;1;1;1;1;0;1;0;1;0;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0
Sayan Campestre;Sayan;17B;3;1;182;18,5;$10.175.000,00;$550.000,00;$55.906,59;34;1;1;1;0;1;1;1;1;0;1;0;1;0;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0
Sayan Campestre;Sayan;18B;3;1;182;18,5;$10.175.000,00;$550.000,00;$55.906,59;34;1;1;1;0;1;1;1;1;0;1;0;1;0;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0
Sayan Campestre;Sayan;18D;3;1;182;18,5;$10.175.000,00;$550.000,00;$55.906,59;34;1;1;1;0;1;1;1;1;0;1;0;1;0;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0
Sayan Campestre;Sayan;19C;3;1;174;18,5;$9.712.500,00;$525.000,00;$55.818,97;34;1;1;1;0;1;1;1;1;0;1;0;1;0;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0
Sayan Campestre;Sayan;19B;3;1;182;18,5;$10.175.000,00;$550.000,00;$55.906,59;34;1;1;1;0;1;1;1;1;0;1;0;1;0;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0
Sayan Campestre;Sayan;20E;2;1;153;18,5;$8.510.000,00;$460.000,00;$55.620,92;34;1;1;1;0;1;1;1;1;0;1;0;1;0;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0
Sayan Campestre;Sayan;21E;2;1;153;18,5;$8.510.000,00;$460.000,00;$55.620,92;34;1;1;1;0;1;1;1;1;0;1;0;1;0;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0
Sayan Campestre;Sayan;22C;2;1;153;18,5;$8.325.000,00;$450.000,00;$54.411,76;34;1;1;1;0;1;1;1;1;0;1;0;1;0;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0
Sayan Campestre;Sayan;24E;2;1;153;18,5;$8.325.000,00;$450.000,00;$54.411,76;34;1;1;1;0;1;1;1;1;0;1;0;1;0;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0
Sayan Campestre;Sayan;PH26;4;1;502;18,5;$35.150.000,00;$1.900.000,00;$70.019,92;34;1;1;1;0;1;1;1;1;0;1;0;1;0;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0
Acceso 1;;Modelo Bur n;3;1;;18,5;$2.145.000,00;$115.945,95;#­DIV/0!;92;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Acceso 1;;Modelo Narai;3;1;;18,5;;;#­DIV/0!;92;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Acceso 2;;Modelo Pampero;3;1;;18,5;;;#­DIV/0!;92;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Acceso 3;;Modelo Mistral;3;1;;18,5;;;#­DIV/0!;92;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Colinas de chapultepec;;Modelo San Francisco;;1;82,59;18,5;$2.190.121,00;$118.384,92;$26.517,99;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Colinas de chapultepec;;Modelo Santa B rbara;;1;104,62;18,5;$2.722.334,00;$147.153,19;$26.021,16;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Colinas de chapultepec;;Modelo San Diego;;1;105;18,5;$2.730.365,00;$147.587,30;$26.003,48;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Colinas de chapultepec;;Modelo Santa B rbara PH;;1;168;18,5;$4.104.102,00;$221.843,35;$24.429,18;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Colinas de chapultepec;;Modelo San Diego PH;;1;;18,5;$4.625.298,00;$250.016,11;#­DIV/0!;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Horizonte;LUVA;PENTGARDEN 01;2;1;164,23;18,5;;;0;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Horizonte;LUVA;PENTGARDEN 02;2;1;167,14;18,5;;;0;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Horizonte;LUVA;AZIMUT;3;1;189,17;18,5;;;0;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Horizonte;LUVA;BOREAL;2;1;144,38;18,5;;;0;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Horizonte;LUVA;CENIT;3;1;186,79;18,5;;;0;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Horizonte;LUVA;CREPUSCULO;2;1;130,8;18,5;$6.308.407,50;$340.995,00;$48.229,42;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Horizonte;LUVA;SOLSTICIO;2;1;126,46;18,5;;;0;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Horizonte;LUVA;TERRA;3;1;182,41;18,5;;;0;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Horizonte;LUVA;PENTHOUSE 01;3;1;296,3;18,5;;;0;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Horizonte;LUVA;PENTHOUSE 02;3;1;264,13;18,5;;;0;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Horizonte;LUVA;PENTHOUSE 03;3;1;274,2;18,5;;;0;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
